Trial,Spacing,Congruent,RT,Accuracy
1,unspaced,incongruent,1.0160391330719,1
2,unspaced,neutral,0.522142887115479,1
3,spaced,neutral,0.653561592102051,1
4,unspaced,congruent,0.461050033569336,1
5,unspaced,congruent,0.367262125015259,1
6,spaced,congruent,0.449963092803955,1
7,spaced,incongruent,0.622025728225708,1
8,spaced,congruent,0.49017858505249,1
9,spaced,neutral,0.644412755966187,1
10,spaced,incongruent,0.515001058578491,0
11,unspaced,neutral,0.422136068344116,1
12,unspaced,incongruent,0.669485569000244,1
13,unspaced,incongruent,0.66989278793335,1
14,spaced,congruent,0.468632936477661,1
15,spaced,congruent,0.469289064407349,1
16,unspaced,congruent,0.461359977722168,1
17,spaced,neutral,0.482148170471191,1
18,unspaced,incongruent,0.610887289047241,1
19,unspaced,neutral,0.563288450241089,1
20,unspaced,congruent,0.705310821533203,1
21,spaced,incongruent,0.572656631469727,1
22,unspaced,neutral,0.459680080413818,1
23,spaced,neutral,0.592588901519775,1
24,spaced,incongruent,0.686055421829224,1
25,spaced,neutral,0.48335862159729,1
26,unspaced,incongruent,0.635254859924316,1
27,spaced,congruent,0.572681427001953,1
28,unspaced,neutral,0.500674962997437,1
29,unspaced,congruent,0.51707124710083,1
30,spaced,incongruent,0.488356590270996,1
31,spaced,incongruent,0.650644302368164,1
32,spaced,neutral,0.655361175537109,1
33,spaced,congruent,0.557286739349365,1
34,unspaced,congruent,0.560199022293091,1
35,unspaced,incongruent,0.711526393890381,1
36,unspaced,neutral,0.569392919540405,1
37,spaced,incongruent,0.519466400146484,1
38,spaced,incongruent,0.644248247146606,1
39,unspaced,congruent,0.514538764953613,1
40,unspaced,neutral,0.476679086685181,1
41,spaced,congruent,0.477334976196289,1
42,spaced,neutral,0.476568460464478,1
43,spaced,congruent,0.405070066452026,1
44,unspaced,incongruent,0.414168834686279,0
45,spaced,neutral,0.514509677886963,1
46,unspaced,congruent,0.502043485641479,1
47,unspaced,incongruent,0.697569131851196,1
48,unspaced,neutral,0.684724092483521,1
49,spaced,neutral,0.478734493255615,1
50,spaced,neutral,0.708392143249512,1
51,spaced,incongruent,0.602958917617798,1
52,unspaced,neutral,0.6514573097229,1
53,spaced,congruent,0.637109041213989,1
54,unspaced,incongruent,0.539451122283936,0
55,unspaced,neutral,0.550662040710449,1
56,unspaced,incongruent,0.68435001373291,1
57,spaced,congruent,0.515826463699341,1
58,spaced,incongruent,0.668281078338623,1
59,unspaced,congruent,0.600739002227783,1
60,unspaced,congruent,0.646413564682007,1
1,unspaced,neutral,0.861509084701538,1
2,unspaced,neutral,0.509229898452759,1
3,spaced,neutral,0.482463836669922,1
4,spaced,congruent,0.589292049407959,1
5,unspaced,congruent,0.52204442024231,1
6,spaced,incongruent,0.543838500976562,1
7,unspaced,congruent,0.470107793807983,1
8,unspaced,incongruent,0.61881947517395,1
9,unspaced,incongruent,0.545755624771118,1
10,spaced,congruent,0.55582332611084,1
11,spaced,neutral,0.569772243499756,1
12,spaced,incongruent,0.668951988220215,1
13,unspaced,neutral,0.505362749099731,1
14,unspaced,incongruent,0.615716457366943,1
15,unspaced,incongruent,0.606559276580811,1
16,unspaced,congruent,0.518226146697998,1
17,spaced,congruent,0.691414833068848,1
18,unspaced,congruent,0.566852569580078,1
19,spaced,congruent,0.501392364501953,1
20,spaced,incongruent,0.600818157196045,1
21,spaced,neutral,0.487487316131592,1
22,spaced,neutral,0.530974388122559,1
23,unspaced,neutral,0.596070766448975,1
24,spaced,incongruent,0.751733541488647,1
25,spaced,neutral,0.458942651748657,1
26,unspaced,incongruent,0.526793241500854,1
27,unspaced,neutral,0.562210083007812,1
28,unspaced,neutral,0.514166116714478,1
29,spaced,incongruent,0.593632698059082,1
30,spaced,congruent,0.498304605484009,1
31,spaced,neutral,0.459543943405151,1
32,unspaced,incongruent,0.504039764404297,1
33,spaced,congruent,0.482758283615112,1
34,unspaced,congruent,0.516457080841064,1
35,unspaced,congruent,0.487492799758911,1
36,spaced,incongruent,0.419312000274658,1
37,unspaced,neutral,0.513030290603638,1
38,unspaced,congruent,0.495111227035522,1
39,spaced,incongruent,0.489581823348999,1
40,spaced,congruent,0.504755258560181,1
41,unspaced,incongruent,0.645976781845093,1
42,unspaced,incongruent,0.641619920730591,1
43,spaced,neutral,0.557156324386597,1
44,spaced,congruent,0.633789300918579,1
45,unspaced,neutral,0.487942695617676,1
46,spaced,neutral,0.472631454467773,1
47,unspaced,congruent,0.461227893829346,1
48,spaced,incongruent,0.591498613357544,1
49,spaced,congruent,0.485989570617676,1
50,spaced,incongruent,0.55616021156311,1
51,unspaced,congruent,0.449061632156372,1
52,unspaced,neutral,0.573489189147949,1
53,spaced,congruent,0.36626410484314,1
54,unspaced,incongruent,0.577004432678223,1
55,unspaced,neutral,0.488189458847046,1
56,spaced,neutral,0.44132399559021,1
57,spaced,neutral,0.592981100082397,1
58,unspaced,congruent,0.504370927810669,1
59,unspaced,incongruent,0.571530103683472,1
60,spaced,incongruent,0.697238445281982,1
1,spaced,neutral,0.584200143814087,1
2,unspaced,incongruent,0.557065010070801,1
3,unspaced,neutral,0.513593435287476,1
4,spaced,incongruent,0.392591238021851,0
5,spaced,neutral,0.574925184249878,1
6,spaced,congruent,0.494875907897949,1
7,spaced,incongruent,0.571029424667358,1
8,unspaced,neutral,0.477633714675903,1
9,unspaced,congruent,0.438936471939087,1
10,unspaced,congruent,0.504009485244751,1
11,unspaced,incongruent,0.421144962310791,0
12,spaced,congruent,0.500203609466553,1
13,spaced,incongruent,0.486248731613159,0
14,spaced,neutral,0.476648092269897,1
