Trial,Spacing,Congruent,RT,Accuracy
1,unspaced,congruent,1.51653671264648,0
2,spaced,neutral,0.701769351959229,1
3,unspaced,incongruent,0.586219310760498,1
4,unspaced,congruent,0.75988507270813,1
5,unspaced,neutral,1.85640597343445,1
6,spaced,congruent,0.853340625762939,1
7,spaced,incongruent,0.710955381393433,1
8,unspaced,neutral,0.541494846343994,1
9,spaced,congruent,0.75601053237915,1
10,spaced,incongruent,0.66268253326416,1
11,unspaced,incongruent,0.540585994720459,1
12,spaced,neutral,0.661744117736816,1
13,unspaced,neutral,0.544387578964233,1
14,spaced,neutral,0.617430448532104,1
15,unspaced,incongruent,0.780602693557739,1
16,unspaced,congruent,0.52649712562561,1
17,spaced,congruent,0.489292144775391,1
18,spaced,congruent,0.370353937149048,1
19,unspaced,neutral,0.329380750656128,1
20,unspaced,incongruent,0.415146589279175,1
21,spaced,incongruent,0.573635101318359,1
22,spaced,incongruent,1.330721616745,1
23,spaced,neutral,0.877623081207275,1
24,unspaced,congruent,0.507367849349976,1
25,spaced,neutral,0.643628358840942,1
26,unspaced,incongruent,0.574986934661865,0
27,spaced,incongruent,0.615961074829102,1
28,spaced,incongruent,0.718281984329224,1
29,unspaced,neutral,0.564752817153931,1
30,unspaced,neutral,0.793263673782349,1
31,unspaced,incongruent,0.965982437133789,0
32,spaced,congruent,0.766757488250732,1
33,unspaced,congruent,0.544975996017456,1
34,unspaced,congruent,0.659369945526123,1
35,spaced,neutral,1.48543167114258,1
36,spaced,congruent,0.761147499084473,1
37,unspaced,neutral,0.759711742401123,1
38,unspaced,neutral,0.653708457946777,1
39,spaced,neutral,0.772848844528198,1
40,spaced,neutral,0.6983802318573,1
41,spaced,congruent,0.517881870269775,1
42,unspaced,incongruent,0.842244386672974,1
43,spaced,congruent,1.07645225524902,1
44,spaced,incongruent,1.77183675765991,1
45,spaced,incongruent,0.481533288955688,1
46,unspaced,congruent,0.335865497589111,1
47,unspaced,congruent,0.348010063171387,1
48,unspaced,incongruent,0.33534836769104,1
49,unspaced,congruent,0.475441455841064,1
50,unspaced,incongruent,1.05057549476624,1
51,spaced,incongruent,0.91326642036438,1
52,spaced,incongruent,0.74185037612915,1
53,unspaced,incongruent,0.989818096160889,0
54,spaced,congruent,0.685713768005371,1
55,spaced,congruent,0.681673765182495,1
56,unspaced,neutral,0.723225116729736,1
57,unspaced,congruent,1.43903541564941,0
58,unspaced,neutral,0.69103217124939,1
59,spaced,neutral,0.645935297012329,1
60,spaced,neutral,0.74047327041626,1
1,spaced,neutral,0.943189859390259,1
2,unspaced,incongruent,0.675192832946777,1
3,unspaced,congruent,0.578681468963623,1
4,spaced,congruent,0.592849493026733,1
5,spaced,congruent,1.94356870651245,0
6,spaced,incongruent,0.545736074447632,1
7,unspaced,incongruent,0.626699924468994,1
8,unspaced,congruent,0.512418508529663,0
9,unspaced,neutral,0.601477384567261,1
10,spaced,incongruent,0.543063163757324,1
11,unspaced,neutral,0.476691484451294,0
12,spaced,neutral,0.499900102615356,1
13,unspaced,congruent,0.787555932998657,1
14,unspaced,neutral,0.551887035369873,1
15,unspaced,congruent,0.403368473052979,0
16,spaced,incongruent,0.993728637695312,1
17,spaced,incongruent,0.492120981216431,1
18,spaced,congruent,0.339718103408813,0
19,unspaced,incongruent,0.586999893188477,1
20,spaced,neutral,0.762224435806274,1
21,unspaced,incongruent,0.476153135299683,1
22,unspaced,neutral,0.341444969177246,0
23,spaced,neutral,0.681812763214111,1
24,spaced,congruent,0.771166801452637,1
25,spaced,incongruent,0.744152545928955,1
26,spaced,neutral,0.748559474945068,1
27,unspaced,incongruent,0.540925979614258,1
28,spaced,incongruent,0.840085744857788,1
29,unspaced,neutral,0.747563600540161,1
30,unspaced,congruent,0.89768385887146,1
31,spaced,congruent,0.71922755241394,1
32,spaced,neutral,0.899550914764404,1
33,unspaced,neutral,0.700618028640747,1
34,unspaced,congruent,0.572939157485962,1
35,spaced,congruent,0.495582103729248,1
36,unspaced,incongruent,1.12009215354919,1
37,unspaced,neutral,0.954379081726074,1
38,spaced,congruent,1.44524073600769,1
39,spaced,incongruent,0.944190740585327,1
40,spaced,incongruent,0.809913873672485,1
41,spaced,neutral,1.32808637619019,0
42,spaced,neutral,3.93562865257263,1
43,unspaced,congruent,0.317199468612671,1
44,unspaced,congruent,0.290383100509644,1
45,spaced,congruent,0.304111003875732,1
46,unspaced,neutral,0.29725193977356,1
47,unspaced,incongruent,0.501627206802368,1
48,unspaced,incongruent,0.344457626342773,1
49,spaced,neutral,0.307544469833374,0
50,spaced,congruent,0.715300559997559,1
51,unspaced,incongruent,0.285380125045776,0
52,unspaced,congruent,0.895170450210571,1
53,unspaced,incongruent,0.515544652938843,1
54,unspaced,congruent,0.294103145599365,1
55,unspaced,neutral,0.447797536849976,1
56,spaced,congruent,0.688519954681396,1
57,spaced,incongruent,1.00357556343079,1
58,spaced,incongruent,0.392548561096191,1
59,unspaced,neutral,0.54648756980896,1
60,spaced,neutral,0.641455888748169,1
1,spaced,neutral,2.03502726554871,1
2,unspaced,neutral,0.448468208312988,1
3,unspaced,incongruent,0.323100090026855,0
4,spaced,congruent,0.50379490852356,1
5,unspaced,incongruent,0.655573844909668,1
6,spaced,neutral,0.493676900863647,1
7,spaced,incongruent,0.314504623413086,0
8,unspaced,neutral,0.428189039230347,0
9,spaced,congruent,0.617191076278687,1
10,unspaced,congruent,0.830048799514771,1
11,spaced,incongruent,0.894609451293945,1
12,unspaced,congruent,0.59823751449585,1
13,spaced,congruent,0.527970314025879,1
14,unspaced,neutral,0.512114524841309,0
15,spaced,incongruent,0.811044454574585,1
16,spaced,incongruent,0.83319616317749,1
17,unspaced,neutral,1.00708031654358,1
18,unspaced,incongruent,0.338611125946045,0
19,spaced,neutral,0.812060117721558,1
20,unspaced,congruent,0.426038503646851,0
21,spaced,congruent,0.895081996917725,1
22,unspaced,incongruent,0.330389738082886,1
23,spaced,neutral,0.313009977340698,1
24,unspaced,congruent,0.318938970565796,0
25,unspaced,incongruent,0.440588474273682,1
26,spaced,neutral,0.588926076889038,1
27,unspaced,neutral,0.728960752487183,1
28,spaced,neutral,0.465567350387573,1
29,spaced,incongruent,0.605267763137817,1
30,unspaced,neutral,0.323026418685913,1
31,unspaced,congruent,0.562781810760498,1
32,spaced,congruent,0.322872877120972,1
33,unspaced,congruent,0.432429790496826,0
34,spaced,congruent,0.531764268875122,1
35,unspaced,incongruent,1.78503799438477,1
36,spaced,incongruent,0.623644351959229,1
37,unspaced,congruent,0.587648391723633,1
38,spaced,congruent,0.915540456771851,1
39,spaced,neutral,1.1386604309082,1
40,spaced,congruent,1.37449240684509,1
41,spaced,incongruent,1.35535907745361,0
42,unspaced,neutral,4.14024662971497,1
43,unspaced,neutral,0.613389253616333,1
44,unspaced,incongruent,0.897868633270264,1
45,unspaced,incongruent,0.754033327102661,1
46,spaced,incongruent,0.527127981185913,1
47,unspaced,congruent,0.369495630264282,1
48,spaced,neutral,0.364813327789307,1
49,spaced,incongruent,0.316097021102905,0
50,unspaced,incongruent,0.5960693359375,0
51,unspaced,congruent,0.757381439208984,1
52,spaced,congruent,0.426546335220337,1
53,unspaced,neutral,0.496547698974609,1
54,unspaced,incongruent,0.771509408950806,1
55,spaced,neutral,1.03803205490112,1
56,spaced,congruent,0.578634262084961,1
57,unspaced,congruent,0.744422435760498,1
58,unspaced,neutral,0.49176025390625,1
59,spaced,incongruent,0.935759782791138,1
60,spaced,neutral,0.640117883682251,1
1,unspaced,incongruent,1.171875,1
2,spaced,congruent,0.452261924743652,1
3,unspaced,congruent,0.30271315574646,0
4,unspaced,congruent,0.425730466842651,1
5,spaced,neutral,0.609715223312378,1
6,spaced,incongruent,0.437416315078735,1
7,spaced,congruent,0.55532693862915,0
8,unspaced,neutral,0.522617101669312,1
9,unspaced,incongruent,0.806853771209717,1
10,spaced,incongruent,1.00530242919922,1
11,spaced,neutral,2.68344473838806,0
12,unspaced,neutral,1.00525569915771,1
13,unspaced,incongruent,0.979443550109863,1
14,spaced,incongruent,0.44442892074585,1
15,unspaced,neutral,0.31410551071167,1
16,unspaced,neutral,0.306256532669067,1
17,spaced,congruent,0.26222038269043,0
18,unspaced,congruent,0.613002777099609,1
19,unspaced,congruent,1.06716752052307,1
20,spaced,neutral,0.62285304069519,1
21,spaced,neutral,0.561344623565674,1
22,unspaced,incongruent,0.678396224975586,1
23,spaced,congruent,0.501826047897339,1
24,spaced,incongruent,0.349598407745361,0
25,unspaced,neutral,0.521092176437378,1
26,unspaced,incongruent,0.282532691955566,1
27,unspaced,congruent,0.318470001220703,1
28,spaced,neutral,0.300953149795532,1
29,spaced,incongruent,0.812260150909424,1
30,unspaced,neutral,0.740397691726685,1
31,unspaced,congruent,0.642618894577026,1
32,spaced,congruent,1.12134981155396,1
33,unspaced,incongruent,0.693019151687622,1
34,spaced,congruent,0.444580554962158,1
35,spaced,incongruent,0.538259506225586,0
36,spaced,neutral,0.47169828414917,1
37,spaced,neutral,0.311536073684692,1
38,unspaced,incongruent,0.300933361053467,0
39,unspaced,congruent,0.38024377822876,1
40,unspaced,neutral,0.607785940170288,1
41,unspaced,congruent,1.06649398803711,1
42,spaced,congruent,0.366090059280396,0
43,spaced,incongruent,0.666726589202881,1
44,spaced,congruent,0.762984752655029,1
45,spaced,neutral,0.76409912109375,1
46,unspaced,neutral,0.635694265365601,1
47,unspaced,incongruent,0.530964851379395,1
48,spaced,incongruent,0.483993053436279,1
49,spaced,neutral,0.385771036148071,1
50,spaced,incongruent,0.750704765319824,1
51,spaced,congruent,0.374324560165405,0
52,unspaced,congruent,0.661401271820068,1
53,unspaced,neutral,1.41613054275513,1
54,unspaced,incongruent,0.50419020652771,0
55,unspaced,incongruent,0.873305082321167,1
56,spaced,incongruent,0.455032825469971,1
57,unspaced,congruent,0.354597091674805,1
58,unspaced,neutral,0.351311445236206,0
59,spaced,congruent,0.672041893005371,1
60,spaced,neutral,0.459371566772461,1
