Trial,Spacing,Congruent,RT,Accuracy
1,unspaced,neutral,2.53491497039795,1
2,spaced,incongruent,0.663046836853027,1
3,unspaced,congruent,0.56489896774292,1
4,unspaced,incongruent,0.634916543960571,1
5,unspaced,neutral,0.586838960647583,1
6,spaced,congruent,0.62603759765625,1
7,spaced,incongruent,0.562540531158447,1
8,spaced,neutral,0.559726715087891,1
9,unspaced,congruent,0.599988698959351,1
10,spaced,neutral,0.494031429290771,1
11,unspaced,incongruent,0.62088418006897,1
12,spaced,congruent,0.587357759475708,1
13,spaced,congruent,0.496152877807617,1
14,unspaced,neutral,0.477910995483398,1
15,spaced,neutral,0.518145322799683,1
16,unspaced,congruent,0.515734672546387,1
17,unspaced,neutral,0.591459274291992,1
18,spaced,incongruent,0.53005313873291,1
19,unspaced,congruent,0.539310455322266,1
20,unspaced,incongruent,0.560141563415527,1
21,spaced,congruent,0.550504207611084,1
22,spaced,incongruent,0.545297384262085,1
23,unspaced,incongruent,0.574943542480469,1
24,spaced,neutral,0.625980615615845,1
25,spaced,incongruent,0.497341632843018,1
26,unspaced,neutral,0.492897272109985,1
27,unspaced,incongruent,0.550957202911377,1
28,unspaced,congruent,0.531826972961426,1
29,unspaced,congruent,0.605325698852539,1
30,spaced,neutral,0.597769737243652,1
31,unspaced,neutral,0.684484481811523,1
32,spaced,neutral,0.542355060577393,1
33,unspaced,incongruent,0.612206935882568,1
34,spaced,congruent,0.533864974975586,1
35,spaced,congruent,0.639982461929321,0
36,spaced,incongruent,0.941824436187744,1
37,spaced,congruent,0.559203147888184,1
38,unspaced,congruent,0.615594625473022,1
39,spaced,neutral,0.582644701004028,1
40,spaced,incongruent,0.531123161315918,1
41,unspaced,neutral,0.584286689758301,1
42,spaced,congruent,0.576837539672852,1
43,spaced,neutral,0.803937435150146,1
44,unspaced,congruent,0.716531276702881,1
45,spaced,incongruent,0.944320678710938,1
46,unspaced,incongruent,0.713436841964722,1
47,unspaced,incongruent,0.640033006668091,1
48,unspaced,neutral,0.533642768859863,1
49,spaced,congruent,0.787206649780273,1
50,unspaced,neutral,0.645949363708496,1
51,spaced,neutral,0.575684309005737,1
52,unspaced,incongruent,0.590218544006348,1
53,unspaced,neutral,0.57408595085144,1
54,spaced,incongruent,0.56538987159729,1
55,spaced,congruent,0.554200649261475,1
56,spaced,incongruent,1.20522499084473,1
57,unspaced,incongruent,0.552961826324463,1
58,spaced,neutral,0.529788970947266,1
59,unspaced,congruent,0.698402643203735,1
60,unspaced,congruent,0.54586386680603,1
1,unspaced,congruent,2.09755349159241,1
2,unspaced,incongruent,0.520214319229126,1
3,unspaced,congruent,0.434480905532837,1
4,spaced,incongruent,0.495264768600464,1
5,unspaced,neutral,0.487640857696533,1
6,spaced,congruent,0.461508750915527,1
7,spaced,neutral,0.499793767929077,1
8,spaced,neutral,0.461860418319702,1
9,spaced,congruent,0.474287748336792,1
10,unspaced,incongruent,0.516760349273682,1
11,unspaced,neutral,0.462973833084106,1
12,spaced,incongruent,0.502113819122314,1
13,spaced,congruent,0.438605546951294,1
14,spaced,congruent,0.507359743118286,1
15,spaced,neutral,0.416420698165894,1
16,unspaced,incongruent,0.527906656265259,1
17,unspaced,congruent,0.461176633834839,1
18,unspaced,neutral,0.441920042037964,1
19,unspaced,congruent,0.466490030288696,1
20,spaced,incongruent,0.446342706680298,1
21,spaced,incongruent,0.587403535842896,1
22,unspaced,neutral,0.44636082649231,1
23,unspaced,incongruent,0.708299398422241,1
24,spaced,neutral,0.574414491653442,1
25,spaced,incongruent,0.514433622360229,1
26,unspaced,congruent,0.442250967025757,1
27,unspaced,neutral,0.408960580825806,1
28,spaced,neutral,0.474502086639404,1
29,spaced,congruent,0.330193519592285,1
30,spaced,incongruent,0.400310039520264,0
31,unspaced,incongruent,0.650146245956421,1
32,spaced,congruent,0.43124794960022,1
33,unspaced,incongruent,0.48417854309082,1
34,unspaced,neutral,0.510617017745972,1
35,spaced,neutral,0.499441862106323,1
36,unspaced,congruent,0.390691041946411,1
37,spaced,neutral,0.4676194190979,1
38,spaced,incongruent,0.479994773864746,1
39,spaced,congruent,0.554574966430664,1
40,unspaced,congruent,0.298336029052734,1
41,spaced,neutral,0.476666688919067,1
42,spaced,incongruent,0.521152496337891,1
43,unspaced,neutral,0.42772388458252,1
44,unspaced,incongruent,0.525344848632812,1
45,unspaced,incongruent,0.515134334564209,1
46,spaced,congruent,0.413248300552368,1
47,unspaced,congruent,0.431887865066528,1
48,unspaced,neutral,0.364496946334839,1
49,spaced,incongruent,0.578359842300415,1
50,spaced,congruent,0.4687819480896,1
51,unspaced,incongruent,0.495977640151978,1
52,unspaced,neutral,0.413454532623291,1
53,spaced,congruent,0.417324542999268,1
54,spaced,neutral,0.33700704574585,1
55,spaced,incongruent,0.402672529220581,0
56,unspaced,neutral,0.54936957359314,1
57,unspaced,congruent,0.533383846282959,1
58,unspaced,congruent,0.394557952880859,1
59,spaced,neutral,0.43816065788269,1
60,unspaced,incongruent,0.542067766189575,1
1,spaced,incongruent,1.55423283576965,1
2,spaced,congruent,0.457577228546143,1
3,spaced,incongruent,0.413872718811035,1
4,unspaced,incongruent,0.509021043777466,1
